,,,S,timedelta,bx_gse,by_gse,bz_gse,theta_gse,phi_gse,bx_gsm,by_gsm,bz_gsm,theta_gsm,phi_gsm,bt,density,speed,temperature,source
,,,train_a,0 days 03:02:00,-7.03,1.29,3.16,23.05,170.37,-7.03,1.29,3.16,23.05,170.37,8.06,1.17,348.34,59007,ac
,,,train_a,0 days 03:03:00,-7.05,1.14,3.14,22.89,171.56,-7.05,1.14,3.14,22.89,171.56,8.06,1.49,343.45,63171,ac
,,,train_a,0 days 03:04:00,-7.03,1.08,3.14,22.9,172,-7.03,1.08,3.14,22.9,172,8.04,1.21,351.03,56267,ac
,,,train_a,0 days 03:05:00,-7.02,0.97,3.17,23.16,172.94,-7.02,0.97,3.17,23.16,172.94,8.04,1.45,341.08,54149,ac
,,,train_a,0 days 03:06:00,-6.99,1.35,3.12,22.83,169.93,-6.99,1.35,3.12,22.83,169.93,8.04,1.1,346.42,61789,ac
,,,train_a,0 days 03:07:00,-7.01,1.34,3.05,22.21,170,-7.01,1.34,3.05,22.21,170,8.05,0.97,347.66,39054,ac
,,,train_a,0 days 03:08:00,-6.94,1.03,3.25,23.92,172.34,-6.94,1.03,3.25,23.92,172.34,7.99,1.64,359.94,150809,ac
,,,train_a,0 days 03:09:00,-7.02,0.83,3.17,23.14,173.81,-7.02,0.83,3.17,23.14,173.81,8.03,2.01,352.77,146154,ac
,,,train_a,0 days 03:10:00,-6.98,1.22,3.37,24.39,170.76,-6.98,1.22,3.37,24.39,170.76,8.15,1.78,361.87,135701,ac
,,,train_a,0 days 03:11:00,-6.98,1.15,3.35,24.38,171.41,-6.98,1.15,3.35,24.38,171.41,8.11,1.3,353,75734,ac
,,,train_a,0 days 03:12:00,-7.01,1.22,3.37,24.43,170.84,-7.01,1.22,3.37,24.43,170.84,8.14,,,,ac
,,,train_a,0 days 03:13:00,-7.3,0.6,2.87,20.57,175.88,-7.3,0.6,2.87,20.57,175.88,8.14,1.44,344.92,63530,ac
,,,train_a,0 days 03:14:00,-7.48,-0.16,2.27,16.25,181.51,-7.48,-0.16,2.27,16.25,181.51,8.1,1.17,342.63,52307,ac
,,,train_a,0 days 03:15:00,-7.5,-0.13,2.31,16.5,181.28,-7.5,-0.13,2.31,16.5,181.28,8.12,1.17,342.63,52307,ac
,,,train_a,0 days 03:16:00,-7.37,-0.08,2.41,17.43,180.86,-7.37,-0.08,2.41,17.43,180.86,8.02,,,,ac
,,,train_a,0 days 03:17:00,-7.45,-0.36,2.27,16.39,182.97,-7.45,-0.36,2.27,16.39,182.97,8.04,2.21,349.25,139929,ac
,,,train_a,0 days 03:18:00,-7.49,-0.47,2.14,15.32,183.78,-7.49,-0.47,2.14,15.32,183.78,8.06,2.15,347.99,143570,ac
,,,train_a,0 days 03:19:00,-7.37,-1.04,2.02,14.66,188.07,-7.37,-1.04,2.02,14.66,188.07,7.96,1.37,339.83,37247,ac
,,,train_a,0 days 03:20:00,-7.32,-1.54,1.79,13.03,191.8,-7.32,-1.54,1.79,13.03,191.8,7.95,2.16,337.27,46540,ac
,,,train_a,0 days 03:21:00,-7.3,-1.73,1.69,12.28,193.22,-7.3,-1.73,1.69,12.28,193.22,7.95,2.56,340.43,51912,ac
,,,train_a,0 days 03:22:00,-7.33,-1.73,1.59,11.56,193.12,-7.33,-1.73,1.59,11.56,193.12,7.97,1.75,340.35,36661,ac
,,,train_a,0 days 03:23:00,-7.35,-1.4,1.74,12.68,190.67,-7.35,-1.4,1.74,12.68,190.67,7.96,2.56,338,42173,ac
,,,train_a,0 days 03:24:00,-7.2,-1.6,1.56,11.6,192.4,-7.2,-1.6,1.56,11.6,192.4,7.8,2.15,337.03,41870,ac
,,,train_a,0 days 03:25:00,-6.99,-2.38,1.12,8.31,198.49,-6.99,-2.38,1.12,8.31,198.49,7.75,3.37,340.04,45827,ac
,,,train_a,0 days 03:26:00,-6.96,-2.51,0.91,6.92,199.51,-6.96,-2.51,0.91,6.92,199.51,7.72,2.9,339.99,36882,ac
,,,train_a,0 days 03:27:00,-6.74,-2.75,0.76,5.86,201.77,-6.74,-2.75,0.76,5.86,201.77,7.61,3.62,352.98,111527,ac
,,,train_a,0 days 03:28:00,-6.65,-2.79,0.74,5.79,202.24,-6.65,-2.79,0.74,5.79,202.24,7.56,3.43,341.61,47818,ac
,,,train_a,0 days 03:29:00,-6.67,-2.98,0.76,5.87,203.54,-6.67,-2.98,0.76,5.87,203.54,7.62,3.02,342.92,33118,ac
,,,train_a,0 days 03:30:00,-6.83,-2.77,0.92,6.98,201.7,-6.83,-2.77,0.92,6.98,201.7,7.69,3.36,341.86,36239,ac
,,,train_a,0 days 03:31:00,-7.03,-2.39,1.16,8.64,198.49,-7.03,-2.39,1.16,8.64,198.49,7.78,3.36,341.86,36239,ac
,,,train_a,0 days 03:32:00,-7.05,-2.27,1.4,10.4,197.56,-7.05,-2.27,1.4,10.4,197.56,7.82,2.94,340.02,40467,ac
,,,train_a,0 days 03:33:00,-7.1,-1.62,1.62,12.11,192.7,-7.1,-1.62,1.62,12.11,192.7,7.75,2.89,338.06,36917,ac
,,,train_a,0 days 03:34:00,-6.95,-1.79,2.11,15.78,194.25,-6.95,-1.79,2.11,15.78,194.25,7.74,1.38,344.02,44027,ac
,,,train_a,0 days 03:35:00,-6.85,-1.4,2.52,19.05,191.49,-6.85,-1.4,2.52,19.05,191.49,7.7,3.87,350.46,101376,ac
,,,train_a,0 days 03:36:00,-6.7,-1.56,2.73,20.78,192.87,-6.7,-1.56,2.73,20.78,192.87,7.67,3.42,352.16,104138,ac
,,,train_a,0 days 03:37:00,-6.93,-1.93,1.97,14.8,195.35,-6.93,-1.93,1.97,14.8,195.35,7.73,3.47,349.32,86578,ac
,,,train_a,0 days 03:38:00,-6.76,-1.3,2.29,17.59,190.95,-6.76,-1.3,2.29,17.59,190.95,7.57,2.96,344.51,35000,ac
,,,train_a,0 days 03:39:00,-6.62,-2.55,1.33,10.29,200.6,-6.62,-2.55,1.33,10.29,200.6,7.51,3.99,350.83,107024,ac
,,,train_a,0 days 03:40:00,-6.68,-2.19,1.53,11.85,197.86,-6.68,-2.19,1.53,11.85,197.86,7.47,3.9,348.99,99122,ac
,,,train_a,0 days 03:41:00,-6.49,-2.68,1.33,10.41,201.96,-6.49,-2.68,1.33,10.41,201.96,7.42,3.24,350.98,87623,ac
,,,train_a,0 days 03:42:00,-6.56,-2.12,1.55,12.27,197.56,-6.56,-2.12,1.55,12.27,197.56,7.34,3.51,348.89,92652,ac
,,,train_a,0 days 03:43:00,-6.51,-2.72,1,7.89,202.23,-6.51,-2.72,1,7.89,202.23,7.42,4.08,348.83,84943,ac
,,,train_a,0 days 03:44:00,-6.37,-3.11,0.75,5.98,205.46,-6.37,-3.11,0.75,5.98,205.46,7.42,4.53,349.93,80437,ac
,,,train_a,0 days 03:45:00,-6.5,-2.83,0.76,6.01,203.02,-6.5,-2.83,0.76,6.01,203.02,7.41,3.81,345.33,76389,ac
,,,train_a,0 days 03:46:00,-6.52,-2.81,0.81,6.39,202.81,-6.52,-2.81,0.81,6.39,202.81,7.44,4.1,347.78,84508,ac
,,,train_a,0 days 03:47:00,-6.47,-2.99,0.77,6.05,204.23,-6.47,-2.99,0.77,6.05,204.23,7.45,4.1,347.78,84508,ac
,,,train_a,0 days 03:48:00,-5.41,-2.39,0.21,1.43,200.36,-5.41,-2.39,0.21,1.43,200.36,8.39,4.03,348.2,83180,ac
,,,train_a,0 days 03:49:00,-6.01,-3.84,-0.26,-1.75,211.8,-6.01,-3.84,-0.26,-1.75,211.8,7.42,,,,ac
,,,train_a,0 days 03:50:00,-6.69,-2.23,1.21,9.4,198.09,-6.69,-2.23,1.21,9.4,198.09,7.46,4.34,353.41,76998,ac
,,,train_a,0 days 03:51:00,-6.57,-2.64,1.16,9.06,201.41,-6.57,-2.64,1.16,9.06,201.41,7.47,3.31,354.03,118075,ac
,,,train_a,0 days 03:52:00,-6.49,-2.68,0.64,5.17,202.01,-6.49,-2.68,0.64,5.17,202.01,7.34,3.83,353.56,98579,ac
,,,train_a,0 days 03:53:00,-6.51,-2.65,0.78,6.26,201.69,-6.51,-2.65,0.78,6.26,201.69,7.37,3.48,356.14,105738,ac
,,,train_a,0 days 03:54:00,-6.35,-2.76,0.79,6.41,202.91,-6.35,-2.76,0.79,6.41,202.91,7.25,3.48,354.95,102262,ac
,,,train_a,0 days 03:55:00,-6.53,-2.5,0.75,6.05,200.46,-6.53,-2.5,0.75,6.05,200.46,7.32,3.7,354.68,105240,ac
,,,train_a,0 days 03:56:00,-6.58,-2.32,0.84,6.75,199.03,-6.58,-2.32,0.84,6.75,199.03,7.31,4.04,357.35,85309,ac
,,,train_a,0 days 03:57:00,-6.87,-1.53,0.76,6.02,192.4,-6.87,-1.53,0.76,6.02,192.4,7.38,3.63,358.17,111622,ac
,,,train_a,0 days 03:58:00,-6.92,-1.24,0.87,6.89,190.15,-6.92,-1.24,0.87,6.89,190.15,7.37,3.66,357.69,108495,ac
,,,train_a,0 days 03:59:00,-6.97,-0.75,1.02,8.06,186.28,-6.97,-0.75,1.02,8.06,186.28,7.36,3.43,353.81,117846,ac
,,,train_a,0 days 04:00:00,,,,,,,,,,,,,,,
,,,train_a,0 days 04:01:00,,,,,,,,,,,,,,,
,,,train_a,0 days 04:02:00,,,,,,,,,,,,,,,
,,,train_a,0 days 04:03:00,,,,,,,,,,,,,,,
,,,train_a,0 days 04:04:00,,,,,,,,,,,,,,,
,,,train_a,0 days 04:05:00,,,,,,,,,,,,,,,
,,,train_a,0 days 04:06:00,,,,,,,,,,,,,,,
,,,train_a,0 days 04:07:00,,,,,,,,,,,,,,,
,,,train_a,0 days 04:08:00,,,,,,,,,,,,,,,
,,,train_a,0 days 04:09:00,,,,,,,,,,,,,,,
,,,train_a,0 days 04:10:00,,,,,,,,,,,,,,,
,,,train_a,0 days 04:11:00,,,,,,,,,,,,,,,
,,,train_a,0 days 04:12:00,,,,,,,,,,,,,,,
,,,train_a,0 days 04:13:00,,,,,,,,,,,,,,,
,,,train_a,0 days 04:14:00,,,,,,,,,,,,,,,
,,,train_a,0 days 04:15:00,,,,,,,,,,,,,,,
,,,train_a,0 days 04:16:00,,,,,,,,,,,,,,,
,,,train_a,0 days 04:17:00,,,,,,,,,,,,,,,
,,,train_a,0 days 04:18:00,,,,,,,,,,,,,,,
,,,train_a,0 days 04:19:00,,,,,,,,,,,,,,,
,,,train_a,0 days 04:20:00,,,,,,,,,,,,,,,
,,,train_a,0 days 04:21:00,,,,,,,,,,,,,,,
,,,train_a,0 days 04:22:00,,,,,,,,,,,,,,,
,,,train_a,0 days 04:23:00,,,,,,,,,,,,,,,
,,,train_a,0 days 04:24:00,,,,,,,,,,,,,,,
,,,train_a,0 days 04:25:00,,,,,,,,,,,,,,,
,,,train_a,0 days 04:26:00,,,,,,,,,,,,,,,
,,,train_a,0 days 04:27:00,,,,,,,,,,,,,,,
,,,train_a,0 days 04:28:00,,,,,,,,,,,,,,,
,,,train_a,0 days 04:29:00,,,,,,,,,,,,,,,
,,,train_a,0 days 04:30:00,,,,,,,,,,,,,,,
,,,train_a,0 days 04:31:00,,,,,,,,,,,,,,,
,,,train_a,0 days 04:32:00,,,,,,,,,,,,,,,
,,,train_a,0 days 04:33:00,,,,,,,,,,,,,,,
,,,train_a,0 days 04:34:00,,,,,,,,,,,,,,,
,,,train_a,0 days 04:35:00,,,,,,,,,,,,,,,
,,,train_a,0 days 04:36:00,,,,,,,,,,,,,,,
,,,train_a,0 days 04:37:00,,,,,,,,,,,,,,,
,,,train_a,0 days 04:38:00,-5.37,-2.77,-0.72,-5.98,206.24,-5.37,-2.77,-0.72,-5.98,206.24,6.5,,,,ac
,,,train_a,0 days 04:39:00,-5.35,-2.69,-0.08,-0.43,205.88,-5.35,-2.69,-0.08,-0.43,205.88,6.35,4.41,363.83,108777,ac
,,,train_a,0 days 04:40:00,-5.92,-1.2,0.72,6.6,191.36,-5.92,-1.2,0.72,6.6,191.36,6.43,3.16,348.92,39849,ac
,,,train_a,0 days 04:41:00,-5.59,-2.35,0.44,4.19,202.13,-5.59,-2.35,0.44,4.19,202.13,6.41,1.63,345.7,48009,ac
,,,train_a,0 days 04:42:00,-5.62,-2.27,0.4,3.85,201.36,-5.62,-2.27,0.4,3.85,201.36,6.44,2.94,349.98,40672,ac
,,,train_a,0 days 04:43:00,-5.56,-2.14,1.04,9.48,200.47,-5.56,-2.14,1.04,9.48,200.47,6.4,2.79,349.06,61175,ac
,,,train_a,0 days 04:44:00,-5.49,-1.78,1.02,9.71,197.5,-5.49,-1.78,1.02,9.71,197.5,6.22,2.39,345.26,41013,ac
,,,train_a,0 days 04:45:00,-5.39,-1.01,1.34,12.69,190.54,-5.39,-1.01,1.34,12.69,190.54,6.18,2.75,348.4,41710,ac
,,,train_a,0 days 04:46:00,-4.58,1.92,1.43,15.13,159.41,-4.58,1.92,1.43,15.13,159.41,5.56,2.15,385.72,131842,ac
,,,train_a,0 days 04:47:00,-3.99,2.88,1.35,14.74,146.79,-3.99,2.88,1.35,14.74,146.79,5.48,2.14,386.58,91960,ac
,,,train_a,0 days 04:48:00,-3.94,3.21,1.22,13.32,143.55,-3.94,3.21,1.22,13.32,143.55,5.59,2.26,387.84,86311,ac
,,,train_a,0 days 04:49:00,-3.99,3.79,2.05,19.96,139.31,-3.99,3.79,2.05,19.96,139.31,6.23,2.3,392.74,53327,ac
,,,train_a,0 days 04:50:00,-4.92,3.02,1.81,16.86,150.04,-4.92,3.02,1.81,16.86,150.04,6.39,2.32,387.12,79206,ac
,,,train_a,0 days 04:51:00,-4.97,2.88,1.9,17.58,151.72,-4.97,2.88,1.9,17.58,151.72,6.37,2.32,387.12,79206,ac
,,,train_a,0 days 04:52:00,-5.01,2.64,2.18,20.22,154.18,-5.01,2.64,2.18,20.22,154.18,6.39,2.5,382.4,82637,ac
,,,train_a,0 days 04:53:00,-5.25,2.54,1.94,17.82,156.12,-5.25,2.54,1.94,17.82,156.12,6.47,2.64,380.69,95937,ac
,,,train_a,0 days 04:54:00,-5.66,1.84,1.91,16.89,163.49,-5.66,1.84,1.91,16.89,163.49,6.61,2.51,382.66,98315,ac
,,,train_a,0 days 04:55:00,-5.5,1.54,2.28,20.57,165.67,-5.5,1.54,2.28,20.57,165.67,6.5,,,,ac
,,,train_a,0 days 04:56:00,-5.79,-0.42,1.89,16.77,184.21,-5.79,-0.42,1.89,16.77,184.21,6.5,2.79,380.35,111513,ac
,,,train_a,0 days 04:57:00,-5.93,-0.71,1.59,14.17,186.8,-5.93,-0.71,1.59,14.17,186.8,6.5,4.48,369.42,102072,ac
,,,train_a,0 days 04:58:00,-5.96,-0.72,1.52,13.52,186.96,-5.96,-0.72,1.52,13.52,186.96,6.52,4.2,360.88,49191,ac
,,,train_a,0 days 04:59:00,-5.87,0.09,1.97,17.56,179.66,-5.87,0.09,1.97,17.56,179.66,6.53,5.11,371.28,118069,ac
,,,train_a,0 days 05:00:00,-5.82,-0.56,1.67,14.9,185.67,-5.82,-0.56,1.67,14.9,185.67,6.43,4.67,375.07,109324,ac
,,,train_a,0 days 05:01:00,-5.11,-2.65,1.48,13.75,206.66,-5.11,-2.65,1.48,13.75,206.66,6.26,6.04,379.05,106831,ac
,,,train_a,0 days 05:02:00,-3.79,-4.22,-0.17,-1.14,226.23,-3.79,-4.22,-0.17,-1.14,226.23,6.16,6.79,386.33,60920,ac
,,,train_a,0 days 05:03:00,-3.79,-4.21,-0.17,-1.29,226.27,-3.79,-4.21,-0.17,-1.29,226.27,6.17,6.29,385.56,76378,ac
,,,train_a,0 days 05:04:00,-3.7,-4.29,-0.5,-4.38,227.77,-3.7,-4.29,-0.5,-4.38,227.77,6.1,7.88,390.45,64893,ac
,,,train_a,0 days 05:05:00,-3.75,-4.26,0.82,7.9,226.55,-3.75,-4.26,0.82,7.9,226.55,6.22,6.69,388.89,77126,ac
,,,train_a,0 days 05:06:00,-4.03,-3.94,-0.3,-2.55,222.51,-4.03,-3.94,-0.3,-2.55,222.51,6.2,6.22,392,62009,ac
,,,train_a,0 days 05:07:00,-3.83,-4.18,0.41,3.8,225.71,-3.83,-4.18,0.41,3.8,225.71,6.22,6.22,392,62009,ac
,,,train_a,0 days 05:08:00,-3.64,-4.46,-0.48,-4.13,228.87,-3.64,-4.46,-0.48,-4.13,228.87,6.33,6.34,387.28,80514,ac
,,,train_a,0 days 05:09:00,-3.99,-4.44,-0.34,-2.82,226.52,-3.99,-4.44,-0.34,-2.82,226.52,6.32,6.24,389.82,64724,ac
,,,train_a,0 days 05:10:00,-3.85,-4.79,-0.18,-1.4,229.74,-3.85,-4.79,-0.18,-1.4,229.74,6.55,6.05,385.64,64892,ac
,,,train_a,0 days 05:11:00,-4.06,-4.53,0.1,0.8,226.92,-4.06,-4.53,0.1,0.8,226.92,6.49,5.64,384.79,58483,ac
,,,train_a,0 days 05:12:00,-4.87,-3.34,0.9,7.68,213.11,-4.87,-3.34,0.9,7.68,213.11,6.55,5.47,390.04,68115,ac
,,,train_a,0 days 05:13:00,-4.42,-4.18,0.57,5.18,222.02,-4.42,-4.18,0.57,5.18,222.02,6.58,6.48,385.91,76762,ac
,,,train_a,0 days 05:14:00,-4.95,-4.1,0.95,8.23,218.51,-4.95,-4.1,0.95,8.23,218.51,6.8,5.5,383.61,68933,ac
,,,train_a,0 days 05:15:00,-4.98,-3.82,1.56,13.39,216.24,-4.98,-3.82,1.56,13.39,216.24,6.8,5.6,384.66,55463,ac
,,,train_a,0 days 05:16:00,-4.94,-3.94,1.21,10.5,217.4,-4.94,-3.94,1.21,10.5,217.4,6.76,5.57,383.19,59606,ac
,,,train_a,0 days 05:17:00,-5.03,-3.73,1.45,12.6,215.48,-5.03,-3.73,1.45,12.6,215.48,6.76,6.08,383.28,70292,ac
,,,train_a,0 days 05:18:00,-5.25,-3.33,1.99,17.04,211.44,-5.25,-3.33,1.99,17.04,211.44,6.84,5.88,384.17,65593,ac
,,,train_a,0 days 05:19:00,-5.4,-2.99,2.14,18.21,208.1,-5.4,-2.99,2.14,18.21,208.1,6.85,6.15,384.14,69311,ac
,,,train_a,0 days 05:20:00,-5.57,-2.85,2.21,18.5,206.28,-5.57,-2.85,2.21,18.5,206.28,6.95,5.9,383.29,71020,ac
,,,train_a,0 days 05:21:00,-5.79,-2.32,2.37,19.81,201.31,-5.79,-2.32,2.37,19.81,201.31,6.97,5.7,381.26,72796,ac
,,,train_a,0 days 05:22:00,-5.61,-1.67,2.64,22.56,196.29,-5.61,-1.67,2.64,22.56,196.29,6.79,5.37,383.44,87488,ac
,,,train_a,0 days 05:23:00,-4.46,-3.58,0.55,5.43,217.43,-4.46,-3.58,0.55,5.43,217.43,6.24,5.37,383.44,87488,ac
,,,train_a,0 days 05:24:00,-4.07,-4.24,-0.16,-1.3,224.74,-4.07,-4.24,-0.16,-1.3,224.74,6.23,6.03,392.66,91632,ac
,,,train_a,0 days 05:25:00,-4.11,-3.17,2.87,27.4,215.62,-4.11,-3.17,2.87,27.4,215.62,6.42,6.19,394.82,81697,ac
,,,train_a,0 days 05:26:00,-4.02,-1.92,3.2,30.61,203.12,-4.02,-1.92,3.2,30.61,203.12,6.3,5.78,391.89,66050,ac
,,,train_a,0 days 05:27:00,-5.28,0.89,2.64,24.65,171.61,-5.28,0.89,2.64,24.65,171.61,6.32,4.69,394.71,80076,ac
,,,train_a,0 days 05:28:00,-4.68,0.27,3.36,32.91,177.67,-4.68,0.27,3.36,32.91,177.67,6.15,,,,ac
,,,train_a,0 days 05:29:00,-4.46,1.17,3.3,32.74,167.5,-4.46,1.17,3.3,32.74,167.5,6.09,3.94,396.21,80750,ac
,,,train_a,0 days 05:30:00,-4.89,0.1,2.88,27.49,178.79,-4.89,0.1,2.88,27.49,178.79,6.22,3.3,400.54,86267,ac
,,,train_a,0 days 05:31:00,-4.11,-3.92,1.54,14.38,222.2,-4.11,-3.92,1.54,14.38,222.2,6.28,4.73,394.22,72721,ac
,,,train_a,0 days 05:32:00,-2.56,-4.87,0.58,5.24,240.21,-2.56,-4.87,0.58,5.24,240.21,6.2,7.16,403.86,56760,ac
,,,train_a,0 days 05:33:00,-3.22,-4.64,1.17,11.55,233.81,-3.22,-4.64,1.17,11.55,233.81,6.2,5.41,403.36,50499,ac
,,,train_a,0 days 05:34:00,-2.07,-5.24,-0.79,-7.96,246.26,-2.07,-5.24,-0.79,-7.96,246.26,6.08,7.97,414.02,52079,ac
,,,train_a,0 days 05:35:00,-3.02,-5,-0.75,-6.79,236.82,-3.02,-5,-0.75,-6.79,236.82,6.31,6.91,405.54,47275,ac
,,,train_a,0 days 05:36:00,-2.21,-5.05,0.68,6.77,244.01,-2.21,-5.05,0.68,6.77,244.01,6.3,6.37,421.78,34724,ac
,,,train_a,0 days 05:37:00,-1.41,-5.57,-0.22,-2.41,254.05,-1.41,-5.57,-0.22,-2.41,254.05,6.27,6.84,413.34,46658,ac
,,,train_a,0 days 05:38:00,-1.71,-5.66,-0.03,-0.45,251.88,-1.71,-5.66,-0.03,-0.45,251.88,6.29,7.71,417.55,53157,ac
,,,train_a,0 days 05:39:00,-2.36,-5.4,0.06,0.42,245.19,-2.36,-5.4,0.06,0.42,245.19,6.35,7.71,417.55,53157,ac
,,,train_a,0 days 05:40:00,-3.56,-4.64,0.47,4.31,230.62,-3.56,-4.64,0.47,4.31,230.62,6.39,4.7,413.2,34656,ac
,,,train_a,0 days 05:41:00,-3.85,-4.34,-1.23,-11.31,226.42,-3.85,-4.34,-1.23,-11.31,226.42,6.36,6.61,397.73,60795,ac
,,,train_a,0 days 05:42:00,-2.6,-5.09,-0.81,-7.7,240.93,-2.6,-5.09,-0.81,-7.7,240.93,6.22,5.98,396.29,70584,ac
,,,train_a,0 days 05:43:00,-2.1,-5.28,-0.89,-8.28,246.49,-2.1,-5.28,-0.89,-8.28,246.49,6.13,,,,ac
,,,train_a,0 days 05:44:00,-2.26,-5.19,-0.08,-0.54,244.68,-2.26,-5.19,-0.08,-0.54,244.68,6.18,7.01,413.15,49381,ac
,,,train_a,0 days 05:45:00,-3.18,-4.96,-0.17,-1.51,235.47,-3.18,-4.96,-0.17,-1.51,235.47,6.25,6.26,407.66,48066,ac
,,,train_a,0 days 05:46:00,-2.85,-5.2,0.12,0.87,239.19,-2.85,-5.2,0.12,0.87,239.19,6.35,7.31,401.73,52669,ac
,,,train_a,0 days 05:47:00,-3.07,-5.27,0.07,0.84,237.9,-3.07,-5.27,0.07,0.84,237.9,6.52,6.11,400.12,52797,ac
,,,train_a,0 days 05:48:00,-2.41,-5.14,1.57,14.58,243.09,-2.41,-5.14,1.57,14.58,243.09,6.4,6.54,401.76,51132,ac
,,,train_a,0 days 05:49:00,-3.85,-4.51,0.2,2.21,228.27,-3.85,-4.51,0.2,2.21,228.27,6.45,3.68,399.96,58727,ac
,,,train_a,0 days 05:50:00,-3.91,-4.35,0.86,7.89,226.08,-3.91,-4.35,0.86,7.89,226.08,6.51,5.24,396.89,50556,ac
,,,train_a,0 days 05:51:00,-3.86,-3.69,1.31,12.43,220.95,-3.86,-3.69,1.31,12.43,220.95,6.39,6.75,391.16,71400,ac
,,,train_a,0 days 05:52:00,-2.9,-4.98,-0.33,-3.11,237.68,-2.9,-4.98,-0.33,-3.11,237.68,6.27,6.68,403.68,56521,ac
,,,train_a,0 days 05:53:00,-2.99,-4.87,0.5,4.97,236.76,-2.99,-4.87,0.5,4.97,236.76,6.18,7.09,403.41,49902,ac
,,,train_a,0 days 05:54:00,-3.92,-3.5,2.12,20.62,219.43,-3.92,-3.5,2.12,20.62,219.43,6.22,6.37,396.97,73171,ac
,,,train_a,0 days 05:55:00,-2.77,-4.72,-0.58,-6.04,237.31,-2.77,-4.72,-0.58,-6.04,237.31,6.12,6.37,396.97,73171,ac
,,,train_a,0 days 05:56:00,-1.44,-5.22,-0.47,-4.39,252.6,-1.44,-5.22,-0.47,-4.39,252.6,5.87,6.94,411.15,53459,ac
,,,train_a,0 days 05:57:00,-2.3,-5.23,-0.48,-4.89,244.11,-2.3,-5.23,-0.48,-4.89,244.11,6.15,6.38,416.22,47861,ac
,,,train_a,0 days 05:58:00,-1.89,-5.62,0.31,3.24,250,-1.89,-5.62,0.31,3.24,250,6.3,6.35,414.76,42497,ac
,,,train_a,0 days 05:59:00,-1.97,-5.62,0.6,5.62,249.3,-1.97,-5.62,0.6,5.62,249.3,6.32,7.14,413.96,41818,ac
,,,train_a,0 days 06:00:00,-2.39,-5.41,1.13,10.51,244.74,-2.39,-5.41,1.13,10.51,244.74,6.4,5.98,415.51,38303,ac
,,,train_a,0 days 06:01:00,-2.76,-5.02,1.88,17.43,239.57,-2.76,-5.02,1.88,17.43,239.57,6.4,,,,ac
,,,train_a,0 days 06:02:00,-2.06,-4.48,2.9,29.4,242.99,-2.06,-4.48,2.9,29.4,242.99,6.15,5.94,412.59,45795,ac
,,,train_a,0 days 06:03:00,-2.05,-3.33,4.05,44.21,232.74,-2.05,-3.33,4.05,44.21,232.74,6.05,7.02,414.22,43094,ac
,,,train_a,0 days 06:04:00,-2.28,-4.57,0.71,8.48,240.69,-2.28,-4.57,0.71,8.48,240.69,6.01,6.11,410.22,43407,ac
,,,train_a,0 days 06:05:00,-1.74,-5.25,0.07,0.21,249.54,-1.74,-5.25,0.07,0.21,249.54,5.99,6.84,410.77,53057,ac
,,,train_a,0 days 06:06:00,-1.63,-4.98,-0.38,-3.88,249.67,-1.63,-4.98,-0.38,-3.88,249.67,5.89,,,,ac
,,,train_a,0 days 06:07:00,-0.7,-5.22,-0.93,-9.82,259.54,-0.7,-5.22,-0.93,-9.82,259.54,5.87,6.9,427.32,43250,ac
,,,train_a,0 days 06:08:00,-1.38,-5.02,-1,-9.75,252.62,-1.38,-5.02,-1,-9.75,252.62,5.97,5.63,417.87,40194,ac
,,,train_a,0 days 06:09:00,-2.95,-4.69,-1.08,-10.3,236.28,-2.95,-4.69,-1.08,-10.3,236.28,6.21,4.63,413.99,54765,ac
,,,train_a,0 days 06:10:00,-4.53,-4.06,0.18,1.82,220.48,-4.53,-4.06,0.18,1.82,220.48,6.5,6.05,395.19,59564,ac
,,,train_a,0 days 06:11:00,-4.85,-3.6,1.04,9.47,215.38,-4.85,-3.6,1.04,9.47,215.38,6.45,6.05,395.19,59564,ac
,,,train_a,0 days 06:12:00,-4.08,-4.33,0.45,4.25,225.09,-4.08,-4.33,0.45,4.25,225.09,6.41,5.82,393.78,68778,ac
,,,train_a,0 days 06:13:00,-3.15,-4.81,0.04,0.42,234.88,-3.15,-4.81,0.04,0.42,234.88,6.23,6.93,401.09,54863,ac
,,,train_a,0 days 06:14:00,-2.27,-5.04,-0.33,-3.12,244.61,-2.27,-5.04,-0.33,-3.12,244.61,6.09,7.24,402.73,55337,ac
,,,train_a,0 days 06:15:00,-3.32,-4.77,-0.4,-3.65,233.44,-3.32,-4.77,-0.4,-3.65,233.44,6.18,7.14,410.5,50340,ac
,,,train_a,0 days 06:16:00,-4.17,-4.41,0.64,5.98,225.12,-4.17,-4.41,0.64,5.98,225.12,6.44,5.9,402.69,45826,ac
,,,train_a,0 days 06:17:00,-4.88,-3.78,1.14,9.91,216.48,-4.88,-3.78,1.14,9.91,216.48,6.69,5.47,395.92,46169,ac
,,,train_a,0 days 06:18:00,-4.5,-4.33,0.74,6.61,222.67,-4.5,-4.33,0.74,6.61,222.67,6.66,5.97,393.81,56512,ac
,,,train_a,0 days 06:19:00,-4.5,-4.44,0.48,4.39,223.29,-4.5,-4.44,0.48,4.39,223.29,6.75,5.76,393.81,56538,ac
,,,train_a,0 days 06:20:00,-4.39,-4.49,0.56,4.81,224.33,-4.39,-4.49,0.56,4.81,224.33,6.74,6.33,392.62,50768,ac
